link,had_collected
https://www.youtube.com/watch?v=t4OumncEiKo,0
https://www.youtube.com/watch?v=Ejou8aa5eZk,0
https://www.youtube.com/watch?v=ehEuczQUh8E,0
https://www.youtube.com/watch?v=uBC7805Smsg,0
https://www.youtube.com/watch?v=d8pJkuSp1iI,0
https://www.youtube.com/watch?v=dFr5YQaQQdo,0
https://www.youtube.com/watch?v=xBLxMfO3pDw,0
https://www.youtube.com/watch?v=d7QmQtNwhcU,0
https://www.youtube.com/watch?v=NZR4WEjpOQg,0
https://www.youtube.com/watch?v=vETSAZgfDP4,0
https://www.youtube.com/watch?v=zE3FLbpu9-Q,0
https://www.youtube.com/watch?v=Izmibu7dxcs,0
https://www.youtube.com/watch?v=2Pvt8awds44,0
https://www.youtube.com/watch?v=n9BbAfbsyj0,0
https://www.youtube.com/watch?v=WZ2rYlVxt4g,0
https://www.youtube.com/watch?v=CWK6an4mYL0,0
https://www.youtube.com/watch?v=VwWV4JelEzY,0
https://www.youtube.com/watch?v=koRKIlRQj4g,0
https://www.youtube.com/watch?v=XKFKPQHdWRI,0
https://www.youtube.com/watch?v=yuGEB4ZZdUQ,0
https://www.youtube.com/watch?v=szt8xabJoSo,0
https://www.youtube.com/watch?v=Fbl3E_XCQfA,0
https://www.youtube.com/watch?v=Pe3pGsCeYXg,0
https://www.youtube.com/watch?v=yzGmnjDFuZE,0
https://www.youtube.com/watch?v=l_huIWJBhJM,0
https://www.youtube.com/watch?v=7ALCsEyn3mg,0
https://www.youtube.com/watch?v=CvMRiR4k49Y,0
https://www.youtube.com/watch?v=g2rbhIB-ITM,0
https://www.youtube.com/watch?v=nLpqZEAFnkE,0
https://www.youtube.com/watch?v=sirrTXiPFmw,0
https://www.youtube.com/watch?v=nRkwuTOESCc,0
https://www.youtube.com/watch?v=AS6WMS_Bemg,0
https://www.youtube.com/watch?v=wMn8d7IeCYM,0
https://www.youtube.com/watch?v=BMZP4CtphaU,0
https://www.youtube.com/watch?v=93s1JECSy60,0
https://www.youtube.com/watch?v=YR6Wh2Zy9jE,0
https://www.youtube.com/watch?v=5PCxQSMOl3o,0
https://www.youtube.com/watch?v=5qzAVMe_SnM,0
https://www.youtube.com/watch?v=zAAXW7ySu1k,0
https://www.youtube.com/watch?v=sx5k8xd_VoU,0
https://www.youtube.com/watch?v=uotb9ZHnI2g,0
https://www.youtube.com/watch?v=nPlqRbVFBHI,0
https://www.youtube.com/watch?v=_FX6rml2Yjs,0
https://www.youtube.com/watch?v=kupaqq-xJ_8,0
https://www.youtube.com/watch?v=4KVmSG6KS2k,0
https://www.youtube.com/watch?v=Lx9fRu5ehFo,0
https://www.youtube.com/watch?v=ZJwX2jTXWwQ,0
https://www.youtube.com/watch?v=N_GMakKf7G4,0
https://www.youtube.com/watch?v=63gyUQ_JeOE,0
https://www.youtube.com/watch?v=IZVbzNRUlQI,0
https://www.youtube.com/watch?v=8D3vI1615K4,0
https://www.youtube.com/watch?v=igVcy5dtN80,0
https://www.youtube.com/watch?v=dEOlvTqYUNo,0
https://www.youtube.com/watch?v=AS5CxLCWq-Q,0
https://www.youtube.com/watch?v=jtOalDNVrKM,0
https://www.youtube.com/watch?v=dDYP56hEYF0,0
https://www.youtube.com/watch?v=iengNekeTNo,0
https://www.youtube.com/watch?v=rqUvnLPvbrM,0
https://www.youtube.com/watch?v=9CVwXBYVqVk,0
https://www.youtube.com/watch?v=i8pmk5xnO2s,0
https://www.youtube.com/watch?v=xWcldHxHFpo,0
https://www.youtube.com/watch?v=YH1-fDzHHpo,0
https://www.youtube.com/watch?v=ntlG5XgYg4k,0
https://www.youtube.com/watch?v=Qy17S3g8ZuY,0
https://www.youtube.com/watch?v=PJyWmlWNor8,0
https://www.youtube.com/watch?v=KzwTYZ2W3ZA,0
https://www.youtube.com/watch?v=9fa_JYTPZ2Y,0
https://www.youtube.com/watch?v=t1BWMa8btIw,0
https://www.youtube.com/watch?v=2O8wta4FsD4,0
https://www.youtube.com/watch?v=dSDBr0WjrwQ,0
https://www.youtube.com/watch?v=DbC9CauTXoM,0
https://www.youtube.com/watch?v=yhNcDBnQsEY,0
https://www.youtube.com/watch?v=Wyyqz3OxB5c,0
https://www.youtube.com/watch?v=KO8B2kw_Jxs,0
https://www.youtube.com/watch?v=NEDPgQYhbqs,0
https://www.youtube.com/watch?v=RPcXg2-0ejw,0
https://www.youtube.com/watch?v=jhYG5BStQSk,0
https://www.youtube.com/watch?v=wTIPpjUgAFE,0
https://www.youtube.com/watch?v=Fzh65vCyHWQ,0
https://www.youtube.com/watch?v=vBp0bzVr09s,0
https://www.youtube.com/watch?v=AXjdI_LHWJU,0
https://www.youtube.com/watch?v=dJCsc_Cq9i4,0
https://www.youtube.com/watch?v=bqpKlkPpT10,0
